serious_dlqin2yrs,revolving_utilization_of_unsecured_lines,age,number_of_time30-59_days_past_due_not_worse,debt_ratio,monthly_income,number_of_open_credit_lines_and_loans,number_of_times90_days_late,number_real_estate_loans_or_lines,number_of_time60-89_days_past_due_not_worse,number_of_dependents,monthly_income_imputed
0,0.709895098,50,0,0.420291408,9333.0,11,0,1,0,1.0,13343.0
0,0.037848108,41,1,475.0,0.0,6,0,0,0,0.0,4466.0
0,0.034654601,87,0,0.007559132,4100.0,3,0,0,0,0.0,970.0
1,0.411958767,46,0,0.8881218759999999,4200.0,29,0,1,0,0.0,4006.0
0,0.018540048,66,0,2.432432432,887.0,13,0,1,0,0.0,7700.0
0,0.212002316,63,0,0.239883629,3780.0,7,0,1,0,1.0,2500.0
0,0.012573907,48,0,0.111088891,10000.0,14,0,2,0,0.0,8166.0
0,0.000934411,44,0,1.0,6200.0,4,0,0,0,0.0,6200.0
0,0.015309781,85,0,0.008437991,10191.0,7,0,0,0,0.0,6000.0
0,0.036846192,67,0,228.0,4479.0,10,0,0,0,0.0,4479.0
0,0.857899071,53,1,0.246062708,6920.0,8,0,1,0,1.0,2552.0
1,0.832167832,60,0,443.0,970.0,3,2,0,0,0.0,970.0
1,0.9999999,31,4,1082.0,6200.0,4,4,0,1,0.0,6200.0
0,0.007691381999999998,61,0,0.253062245,12000.0,11,0,0,0,0.0,2582.0
0,0.071471176,84,0,60.0,3960.0,5,0,0,0,0.0,3960.0
0,0.018219496,34,0,0.786038902,5500.0,14,0,1,0,2.0,5007.0
0,0.072205375,59,0,0.787566386,3200.0,4,0,1,0,0.0,1600.0
0,0.380769509,55,2,0.74845031,5000.0,9,0,2,0,0.0,4000.0
0,0.048945771,46,0,0.579933543,10833.0,10,0,4,0,2.0,11583.0
0,0.207987765,58,0,0.005428659000000001,19525.0,4,0,0,0,4.0,6200.0
1,0.245307339,33,0,1.366013072,2600.0,16,0,1,0,2.0,11786.0
0,0.0,39,0,0.0,2487.0,6,0,0,0,0.0,4466.0
0,0.0,27,0,0.021175225,5666.0,6,0,0,0,0.0,4466.0
0,0.093861122,47,0,0.349244713,8274.0,7,0,2,0,3.0,9507.0
0,0.19716371,33,0,0.31487639100000003,6916.0,6,0,1,0,0.0,8000.0
0,0.27788123800000003,57,1,0.185359815,151855.0,31,0,13,0,0.0,15572.0
0,0.35751334100000004,59,0,1806.0,4479.0,10,0,0,0,0.0,4479.0
0,0.041997104,30,0,0.31472764,4460.0,3,0,1,0,0.0,7500.0
0,0.0,92,0,0.0,3538.0,7,0,0,0,0.0,6000.0
0,0.093299129,42,0,0.29552272,9000.0,7,0,1,0,2.0,2500.0
1,0.965544826,34,0,0.308338332,5000.0,6,0,0,0,3.0,4466.0
0,0.189798576,44,1,0.328567143,10000.0,7,0,2,0,5.0,9507.0
0,0.17701794,80,0,0.236652669,3333.0,5,0,0,0,0.0,3960.0
0,0.378417867,60,0,0.5422808379999999,3866.0,9,0,2,0,0.0,4000.0
0,0.020495907,64,0,0.114144293,20000.0,15,0,2,0,0.0,3624.0
0,0.078147035,34,0,0.6312135520000001,3600.0,12,0,1,0,1.0,3461.0
0,0.065080347,61,0,0.036766051,5466.0,30,1,0,0,0.0,6250.0
0,0.000138611,41,0,0.207103432,8333.0,9,0,1,0,1.0,2769.0
0,0.009819811,69,0,2857.0,26012.0,13,0,2,0,0.0,26012.0
0,0.041931909,35,0,0.208121827,8667.0,11,0,1,0,0.0,13343.0
0,0.022935278,68,0,0.06163522,5564.0,5,0,0,0,1.0,3960.0
0,0.007825044,61,0,14.0,6000.0,7,0,0,0,0.0,6000.0
0,0.03604102,76,0,24.0,6200.0,4,0,0,0,0.0,6200.0
0,0.0,43,0,0.831765557,8291.0,8,0,2,0,2.0,4000.0
0,0.335184287,48,0,0.524146813,9317.0,13,0,2,0,1.0,26012.0
0,0.078538223,67,0,0.274317079,7833.0,9,0,2,0,3.0,4000.0
1,0.9999999,30,0,200.0,3756.0,1,1,0,0,0.0,3756.0
1,0.370453137,36,0,3141.0,9507.0,7,0,2,0,0.0,9507.0
0,0.063565482,32,0,0.483950184,5700.0,8,0,1,0,2.0,2552.0
0,0.0,49,0,0.107438476,18000.0,14,0,1,0,0.0,5007.0
0,0.036049099,56,0,0.047348792,6166.0,8,0,0,0,0.0,3151.0
0,0.07605440200000001,51,0,2.294274301,750.0,13,0,1,0,2.0,7700.0
0,0.232340547,65,0,97.0,970.0,3,0,0,0,0.0,970.0
0,0.262558471,54,0,0.25674865,5000.0,6,0,2,0,0.0,8000.0
0,0.002333256,68,0,0.0004383080000000001,4562.0,3,0,0,0,0.0,970.0
0,0.98076077,34,0,0.392463471,3900.0,6,0,0,0,1.0,4466.0
0,0.119353874,30,0,0.031910804,2600.0,8,0,0,0,0.0,3151.0
0,0.061687518,53,1,1309.0,3622.0,10,0,1,0,5.0,3622.0
0,0.0,69,0,0.0,3500.0,2,0,0,0,0.0,3500.0
0,0.091892365,60,0,0.491431539,5776.0,7,0,2,0,1.0,9507.0
0,0.000518108,29,0,0.297883392,7700.0,8,0,1,0,2.0,2552.0
0,0.35440925700000003,73,0,0.551432292,3071.0,6,0,1,0,2.0,8000.0
0,0.449619691,31,0,0.153769246,5000.0,6,0,0,0,0.0,4466.0
0,0.256296481,46,0,0.05449712,2256.0,4,0,0,0,0.0,6200.0
0,0.018059616,43,1,0.663867227,5000.0,21,1,3,0,2.0,11700.0
0,0.9999999,31,0,0.682294539,3625.0,5,0,2,0,0.0,3580.0
0,0.059013046,61,0,1.263578807,3000.0,7,0,1,0,0.0,2500.0
0,0.0,48,0,0.0,9512.0,4,0,0,0,0.0,6200.0
0,0.01015607,49,0,0.156974559,61200.0,18,0,5,0,1.0,16600.0
0,0.742965195,31,0,0.435634744,2244.0,9,0,0,0,4.0,12500.0
0,0.033854745,52,0,0.270192201,9000.0,2,0,2,0,3.0,0.0
0,0.179424041,33,0,0.371862616,4541.0,9,0,2,0,0.0,4000.0
1,0.9999999,56,0,1196.0,13343.0,11,2,1,0,0.0,13343.0
0,0.017224695,70,0,0.001262892,4750.0,6,0,0,0,0.0,4466.0
0,0.416275411,73,1,0.785263761,6975.0,24,0,4,0,0.0,9801.0
1,0.561110917,43,1,0.8226725779999999,4736.0,20,0,2,0,1.0,6250.0
0,0.0159996,78,0,0.004760771,4200.0,4,0,0,0,0.0,6200.0
1,0.953074905,37,0,0.952770209,1100.0,2,0,0,1,0.0,3500.0
0,0.17972152,68,0,104.0,3151.0,8,0,0,0,0.0,3151.0
1,0.8770764120000001,51,0,0.081326155,3528.0,3,3,0,0,0.0,970.0
0,0.278856053,42,0,0.538428547,11657.0,12,0,2,0,1.0,4300.0
0,0.184240788,39,0,0.318833697,10528.0,4,0,2,0,2.0,6350.0
0,0.004786603,63,0,0.367852859,2500.0,9,0,1,0,1.0,2769.0
0,0.008640055,54,0,0.259770951,5500.0,18,0,1,0,3.0,10000.0
0,0.006459964,72,0,0.004998438,3200.0,10,0,0,0,0.0,4479.0
0,0.68358543,62,0,0.23719827,14333.0,16,0,3,0,0.0,6550.0
0,0.176219879,26,0,0.735259201,5053.0,8,0,2,0,0.0,4000.0
0,0.045762285,55,0,0.259102946,12083.0,8,0,1,0,1.0,2552.0
0,0.8610555559999999,51,1,0.352599179,5847.0,16,0,0,0,0.0,2623.0
0,0.005633146,59,1,5.0,6200.0,4,0,0,0,0.0,6200.0
0,0.004299785,38,0,0.4334277620000001,6000.0,7,0,1,0,2.0,2500.0
0,0.9999999,29,0,0.117952819,2500.0,2,0,0,0,0.0,3500.0
0,0.324552971,46,2,0.189549453,3750.0,8,1,0,0,1.0,3151.0
0,0.10418662,64,1,0.042657187,4500.0,4,0,0,0,0.0,6200.0
0,0.005547683,93,0,0.148185181,10000.0,13,0,1,0,0.0,7700.0
0,0.004902675,55,0,0.228825522,7083.0,6,0,1,0,0.0,8000.0
0,0.0,81,0,0.059073288,5416.0,4,0,1,0,0.0,1600.0
0,0.014420243,70,0,0.005865103000000001,5455.0,11,0,0,0,0.0,2582.0
0,0.089335902,52,0,0.538243626,6000.0,18,0,2,0,2.0,6401.0
0,0.012345678999999998,90,0,10.0,6000.0,7,0,0,0,0.0,6000.0
0,0.353032659,30,0,0.212393803,2000.0,4,0,0,0,0.0,6200.0
0,0.371619291,58,0,0.295390922,20003.0,17,0,2,0,2.0,11292.0
0,0.534883721,48,0,0.115618894,8700.0,11,0,0,0,2.0,2582.0
0,0.175136734,57,0,0.15547025,2083.0,11,0,0,0,0.0,2582.0
0,0.145031882,43,0,0.051843318,6075.0,6,0,1,0,2.0,8000.0
0,0.437854205,59,0,0.7004422229999999,5200.0,23,0,2,0,0.0,6708.0
0,0.5706026120000001,60,0,0.331971554,13217.0,17,0,1,0,1.0,8316.0
0,0.031069191,36,0,0.287208607,3345.0,12,0,1,0,0.0,3461.0
0,0.009466036,39,0,0.505070704,7000.0,3,0,1,0,1.0,7500.0
1,0.00887737,91,0,0.0026879140000000004,20833.0,4,1,0,0,0.0,6200.0
0,0.609047209,65,0,0.788092613,4534.0,12,1,0,0,0.0,8574.0
0,0.89087616,41,0,1.080426572,4500.0,14,0,2,0,1.0,8166.0
0,0.942011598,25,0,0.106827834,3060.0,2,0,0,0,0.0,3500.0
0,0.884905755,66,0,0.710209856,4240.0,9,0,2,0,2.0,4000.0
0,0.092964063,58,0,0.07627845,10500.0,6,0,1,0,0.0,8000.0
0,0.497559439,61,1,0.112324186,10166.0,5,0,0,0,0.0,3960.0
0,0.0,66,0,2695.0,8300.0,5,0,1,0,0.0,8300.0
0,0.222574752,63,0,2506.0,9507.0,7,0,2,0,0.0,9507.0
0,0.30436623100000004,56,0,0.32182813600000004,4200.0,17,1,0,0,0.0,3780.0
0,0.260106854,51,0,0.109156337,2500.0,3,0,0,0,0.0,970.0
0,0.008688696,97,0,0.0016499179999999998,6666.0,2,0,0,0,0.0,3500.0
0,0.0053790190000000005,68,0,144.0,4466.0,6,0,0,0,0.0,4466.0
0,0.40019879,66,1,1.26826946,4200.0,18,0,2,0,1.0,6401.0
0,0.9999999,34,0,0.102892834,3041.0,2,0,0,0,0.0,3500.0
0,0.037441377000000005,47,0,0.282852956,6140.0,25,0,3,0,1.0,11666.0
0,0.711618058,52,0,0.386506676,17000.0,11,0,2,0,7.0,4000.0
0,0.035218122000000004,23,0,289.0,6200.0,4,0,0,0,0.0,6200.0
0,0.308948509,29,0,756.0,970.0,3,0,0,0,0.0,970.0
0,0.0,61,0,839.0,0.0,5,0,1,0,0.0,8300.0
0,0.859843738,54,0,1.995601759,2500.0,12,0,2,0,0.0,4300.0
0,0.331455238,65,0,1686.0,2769.0,9,0,1,0,0.0,2769.0
0,0.020195961,85,0,3.0,3151.0,8,0,0,0,0.0,3151.0
0,0.039990972,63,0,0.047301799000000005,3001.0,15,0,0,0,0.0,1874.0
0,0.001741358,55,0,0.438066465,6950.0,12,0,2,0,0.0,4300.0
0,0.05842578900000001,55,0,0.477920347,6000.0,6,0,2,0,0.0,8000.0
0,0.6842220809999999,60,0,3976.0,16083.0,25,0,2,0,2.0,16083.0
0,0.34042459700000005,52,0,0.300752724,8900.0,5,0,1,0,3.0,8300.0
0,0.028615669,62,0,0.110937781,16666.0,12,0,1,0,2.0,3461.0
0,0.779881341,50,0,0.439894912,15605.0,13,0,2,0,1.0,26012.0
0,0.189262358,55,0,0.193277311,6782.0,14,0,0,0,0.0,5751.0
0,0.675071733,50,0,1.035990582,2972.0,6,0,2,0,1.0,8000.0
0,0.0008120180000000001,76,0,3.0,12500.0,9,0,0,0,0.0,12500.0
0,0.0,79,0,0.324954867,7200.0,12,0,2,0,0.0,4300.0
0,0.12801090699999998,30,0,0.206488157,3883.0,6,0,0,0,0.0,4466.0
0,0.051512457000000005,55,0,0.327572301,8678.0,7,0,2,0,1.0,9507.0
0,0.0009999,67,1,1.712143928,2000.0,7,0,2,0,1.0,9507.0
0,0.0,60,0,0.043952548,22000.0,15,0,1,0,2.0,8868.0
0,0.0,29,0,286.0,0.0,8,0,0,0,0.0,3151.0
0,0.007825747,69,0,5.0,6000.0,7,0,0,0,0.0,6000.0
0,0.853058112,64,2,0.405792514,12636.0,29,0,2,0,1.0,5000.0
0,0.0008420760000000001,64,0,0.007250129,1930.0,6,0,0,0,0.0,4466.0
0,0.0,49,0,913.0,8300.0,5,0,1,0,0.0,8300.0
0,0.024952908,53,0,0.200240491,15800.0,9,0,2,0,1.0,4000.0
0,0.0,54,0,0.238711715,9500.0,8,0,1,0,2.0,2552.0
0,0.053429877,64,0,0.142699319,16292.0,7,0,1,0,1.0,2500.0
0,0.180125242,45,1,0.348132593,20000.0,13,0,2,0,2.0,26012.0
0,0.9999999,29,0,0.163706193,2082.0,2,0,0,0,2.0,3500.0
0,0.102570905,62,0,0.894736842,3742.0,15,0,3,0,0.0,1860.0
0,0.003474913,61,0,0.000731636,6833.0,4,1,0,0,1.0,6200.0
1,0.159851455,80,0,0.14655679800000002,3397.0,9,0,0,0,0.0,12500.0
0,0.020379857,34,0,0.339871284,3262.0,9,0,0,0,0.0,12500.0
0,0.121459291,35,0,0.27450507,8283.0,11,0,2,0,1.0,4000.0
0,0.025754252,68,0,0.004456634,5833.0,3,0,0,0,0.0,970.0
0,0.766017999,28,0,1340.0,8000.0,6,0,1,0,0.0,8000.0
0,0.095316187,49,0,1530.0,7500.0,3,0,1,0,0.0,7500.0
0,0.780405595,57,0,0.776832955,10583.0,18,0,9,0,0.0,39672.0
0,0.048988441,46,0,0.163301508,19166.0,8,0,1,0,2.0,2552.0
0,0.041552001,75,0,45.0,6000.0,7,0,0,0,0.0,6000.0
0,0.38902148,32,0,0.355293049,2200.0,7,1,0,1,1.0,6000.0
0,0.362626375,27,0,613.0,3960.0,5,0,0,0,0.0,3960.0
0,0.071989018,49,0,1451.0,2500.0,7,0,1,0,0.0,2500.0
0,0.016870058,64,0,0.115634598,14000.0,6,0,1,0,1.0,8000.0
0,0.010858312,73,0,0.050177257,11000.0,6,0,1,0,1.0,8000.0
0,0.0,59,0,24.0,6000.0,7,0,0,0,0.0,6000.0
0,0.036884037,57,0,900.0,0.0,5,0,1,0,0.0,8300.0
0,0.004038018,45,0,0.097211421,9000.0,14,0,1,0,2.0,5007.0
0,0.014549273,70,0,0.420275906,3116.0,3,0,1,0,0.0,7500.0
0,0.056352966,50,0,0.343780528,12283.0,17,0,2,0,0.0,11292.0
0,0.044527396,24,0,0.170590132,3100.0,5,0,0,0,0.0,3960.0
0,0.07415066,70,0,0.369909778,4100.0,12,0,1,0,1.0,3461.0
0,0.18054788,51,0,0.393675527,4363.0,9,0,2,0,0.0,4000.0
0,0.023340284,40,2,0.312110062,6250.0,11,0,3,0,0.0,6709.0
0,0.06808472,42,0,0.082928981,6800.0,7,0,0,0,0.0,6000.0
0,0.054634431,61,0,0.31903290300000003,5500.0,6,0,1,0,2.0,8000.0
0,0.9999999,25,0,0.098757952,3300.0,5,2,0,0,0.0,3960.0
0,0.297874468,54,0,0.169025912,8335.0,13,0,0,0,0.0,3764.0
0,0.116441779,27,0,0.0014309560000000002,4192.0,2,0,0,0,0.0,3500.0
0,0.05781988900000001,72,0,0.027192749,3750.0,15,0,0,0,0.0,1874.0
0,0.003324388,64,0,0.000823433,8500.0,8,0,0,0,0.0,3151.0
0,0.472763635,34,0,0.12203349,8300.0,8,0,0,0,0.0,3151.0
0,0.84015984,25,0,0.4734211720000001,2200.0,7,0,0,0,0.0,6000.0
0,0.709838163,45,0,0.419377956,6976.0,13,0,1,0,2.0,7700.0
0,0.9999999,21,0,0.0,2171.0,0,0,0,0,0.0,2171.0
0,0.880008053,51,0,1.058859784,3244.0,9,0,1,0,0.0,2769.0
1,0.9999999,40,0,0.0,5100.0,0,0,0,0,1.0,2171.0
0,0.197620883,69,0,283.0,3500.0,2,0,0,0,0.0,3500.0
0,0.100170169,43,1,0.424350144,4500.0,18,0,1,0,3.0,10000.0
0,0.0,77,0,0.002796768,3217.0,5,0,0,0,0.0,3960.0
0,0.036107572,68,0,0.022651318,2692.0,6,0,0,0,0.0,4466.0
0,0.460783701,50,0,0.226864506,10243.0,7,0,2,0,1.0,9507.0
0,0.785131837,59,0,0.8242347740000001,3168.0,8,0,1,0,0.0,2552.0
0,0.006259936999999999,79,0,0.251499857,10500.0,11,0,1,0,0.0,13343.0
0,0.826819341,40,1,1.38353882,3000.0,13,0,2,0,2.0,26012.0
0,0.291066715,60,0,1.361986628,1046.0,16,1,1,0,1.0,11786.0
0,0.028106332,36,0,0.037809917,4839.0,23,0,0,0,0.0,3408.0
0,0.004266294,72,0,0.005163043,3679.0,23,0,0,0,1.0,3408.0
0,0.441315879,59,0,0.524111388,8833.0,12,0,1,0,2.0,3461.0
0,0.025058793,52,0,0.249322776,9597.0,9,0,1,0,2.0,2769.0
0,0.940739124,44,0,0.5093216979999999,12604.0,17,0,2,0,2.0,11292.0
0,0.522501741,56,0,0.390601566,6000.0,13,0,1,0,2.0,7700.0
0,0.121623638,28,0,0.112830279,4200.0,6,0,0,0,3.0,4466.0
0,0.004692187,55,0,0.134193696,17511.0,7,0,1,0,1.0,2500.0
0,0.03578694,33,0,0.185246557,17500.0,12,0,2,0,2.0,4300.0
0,0.6099113039999999,42,1,3542.0,8166.0,14,0,2,0,0.0,8166.0
1,0.9999999,22,98,0.0,0.0,0,98,0,98,0.0,2171.0
1,0.8409025990000001,34,0,0.193944587,3500.0,5,0,0,0,0.0,3960.0
0,0.011084358,28,0,1285.0,8000.0,6,0,1,0,0.0,8000.0
0,0.029707714,47,0,0.180204005,7940.0,3,0,1,0,0.0,7500.0
0,0.045576806,65,0,0.699844479,4500.0,11,0,1,0,0.0,13343.0
0,0.022284881,56,0,0.243220808,10841.0,8,0,2,0,0.0,4000.0
0,0.124359114,46,0,0.195012521,9583.0,5,0,1,0,0.0,8300.0
0,0.634017022,43,0,0.362315045,7636.0,18,0,0,0,5.0,5420.0
0,0.215643885,46,0,0.434621493,17000.0,7,0,2,0,4.0,9507.0
0,0.014957536,60,0,0.069186163,5000.0,11,0,0,0,0.0,2582.0
0,0.47125277,52,0,0.859328812,5750.0,17,0,2,0,2.0,11292.0
0,0.056135688,47,0,0.328111981,6000.0,5,0,1,0,1.0,8300.0
0,0.466291671,55,2,2224.0,4000.0,11,0,2,0,1.0,4000.0
0,0.0,66,1,0.086324598,4540.0,13,0,1,0,0.0,7700.0
0,0.508186654,46,0,0.498826189,11500.0,10,0,2,0,3.0,14170.0
0,0.310074139,47,4,0.22622108,3500.0,9,0,1,0,1.0,2769.0
0,0.021525537,40,0,0.311672082,4000.0,19,0,2,0,2.0,17500.0
0,0.154759084,46,1,0.370802433,12000.0,13,0,2,0,3.0,26012.0
0,0.9999999,49,0,13.0,2171.0,0,0,0,0,0.0,2171.0
0,0.265208548,60,0,0.6997320109999999,25000.0,33,0,2,0,0.0,15916.0
0,0.32597922100000004,63,0,0.288244453,5137.0,5,0,1,0,0.0,8300.0
0,0.000231574,63,0,0.055523612,40000.0,6,0,1,0,0.0,8000.0
0,0.120025958,89,0,0.01219878,10000.0,4,0,0,0,0.0,6200.0
0,0.08498924699999999,57,1,0.321708527,6250.0,11,0,1,0,0.0,13343.0
0,0.83664842,35,1,2776.0,3622.0,10,0,1,0,0.0,3622.0
0,0.044850875,56,0,78.0,12500.0,9,0,0,0,0.0,12500.0
0,0.433987023,57,0,0.257610206,15833.0,7,0,1,0,2.0,2500.0
0,0.170965807,27,0,25.0,0.0,1,0,0,0,2.0,3756.0
0,0.9999999,23,0,0.0,820.0,1,0,0,0,0.0,3756.0
0,0.195397012,55,0,3503.0,11292.0,17,0,2,0,0.0,11292.0
0,0.052699682000000005,59,0,13.0,3756.0,1,0,0,0,0.0,3756.0
0,0.17391304300000002,31,0,0.003632401,2752.0,3,0,0,0,1.0,970.0
0,0.00059994,39,0,1.4265087,2700.0,4,0,2,0,0.0,6350.0
0,0.137561879,71,0,0.319790509,6300.0,14,0,1,0,0.0,5007.0
0,0.138431293,31,0,0.136625265,3300.0,5,0,0,0,0.0,3960.0
0,0.0,64,0,1432.0,8000.0,6,0,1,0,0.0,8000.0
0,0.60432533,37,0,0.495745571,7168.0,8,0,2,0,2.0,4000.0
0,0.0,55,0,0.0,5500.0,4,0,0,0,2.0,6200.0
0,0.253536743,44,0,0.106461419,15460.0,6,0,0,0,2.0,4466.0
0,0.0,56,0,1402.0,7300.0,3,0,2,0,0.0,7300.0
0,0.026318947,70,0,736.0,970.0,3,0,0,0,0.0,970.0
0,0.224693867,33,0,0.14416826,5229.0,5,0,0,0,0.0,3960.0
0,0.996108566,46,0,0.689504373,1371.0,2,0,0,0,1.0,3500.0
0,0.025317349,70,0,0.223871367,4850.0,11,0,0,0,0.0,2582.0
1,0.9999999,47,2,0.130512408,5600.0,6,0,0,1,0.0,4466.0
0,0.248837558,42,0,0.294056475,12500.0,7,0,1,0,2.0,2500.0
0,0.0,57,0,0.19488,6249.0,5,0,1,1,1.0,8300.0
0,0.257698973,71,0,58.0,3960.0,5,0,0,0,0.0,3960.0
0,0.9999999,42,3,0.40632806,1200.0,1,2,0,0,4.0,3756.0
0,0.064823269,46,0,0.17913736100000002,11800.0,6,0,1,0,2.0,8000.0
0,0.8995465640000001,26,0,0.642946317,800.0,4,0,0,0,0.0,6200.0
0,0.009188998,54,0,0.299031707,10533.0,7,0,1,0,1.0,2500.0
0,0.142022729,45,0,1.608380755,3865.0,9,0,2,0,0.0,4000.0
0,0.110796777,44,0,0.418516297,5000.0,12,0,2,0,3.0,4300.0
0,0.479825903,26,0,0.317528296,3268.0,8,0,0,0,3.0,3151.0
0,0.9999999,72,0,0.09778086,4325.0,5,0,1,0,0.0,8300.0
0,0.031337292999999995,70,0,0.4671776070000001,3000.0,12,0,1,0,0.0,3461.0
0,0.253161392,41,0,0.362659123,3534.0,12,0,0,0,3.0,8574.0
0,0.922268491,50,0,0.522995819,5500.0,7,0,2,0,2.0,9507.0
0,0.433227168,48,0,0.188077859,8219.0,8,0,1,0,1.0,2552.0
0,0.017590687,50,0,1901.0,16083.0,25,0,2,0,0.0,16083.0
0,0.043887821,68,0,0.482069057,7500.0,11,0,2,0,0.0,4000.0
0,0.029900741,30,0,0.116983288,7000.0,9,0,0,0,0.0,12500.0
0,0.024419379,48,0,1506.0,11786.0,16,0,1,0,0.0,11786.0
0,0.011394525,65,0,0.105982019,5783.0,8,0,1,0,1.0,2552.0
0,0.372607195,65,0,0.825453313,5900.0,18,0,5,0,0.0,16600.0
0,0.036764137,57,0,0.002799888,25000.0,5,0,0,0,0.0,3960.0
0,0.037065019,92,0,313.0,6000.0,7,0,0,1,0.0,6000.0
0,0.032589428,30,0,0.011494253,2000.0,5,0,0,0,0.0,3960.0
0,0.05099398,61,0,0.090159621,5700.0,9,0,1,0,0.0,2769.0
0,0.0,79,0,1881.0,7500.0,3,0,1,0,0.0,7500.0
1,0.9999999,50,3,0.357242925,3568.0,2,1,1,0,2.0,3781.0
1,0.351071593,40,0,0.498611265,9000.0,6,0,4,0,0.0,7100.0
0,0.439230949,36,0,1.00939812,5000.0,15,0,1,0,0.0,8868.0
0,0.065942195,64,0,0.248735573,7710.0,8,0,0,0,0.0,3151.0
0,0.149407228,74,1,0.593806374,3325.0,9,0,2,0,2.0,4000.0
0,0.003967525,47,0,0.315900788,5200.0,13,0,2,0,0.0,26012.0
1,0.9999999,46,0,0.523432618,4800.0,2,0,1,0,2.0,3781.0
0,0.011608973,69,0,0.08324277299999999,4600.0,4,0,0,0,0.0,6200.0
0,0.0,65,0,0.081436421,5095.0,6,0,2,0,0.0,8000.0
0,0.083667456,60,0,123.0,970.0,3,0,0,0,0.0,970.0
0,0.08710257,46,0,0.00470519,6800.0,5,0,0,0,0.0,3960.0
0,0.295387448,40,1,0.24272058,9100.0,12,0,1,0,2.0,3461.0
0,0.0,30,1,0.08868894599999999,5445.0,3,0,0,0,0.0,970.0
0,0.108695147,72,0,140.0,6200.0,4,0,0,0,0.0,6200.0
0,0.07553681400000001,62,0,0.08703252800000001,16016.0,6,0,1,0,0.0,8000.0
0,0.016752489,50,0,1492.0,26012.0,13,0,2,0,0.0,26012.0
0,0.9999999,68,0,0.195853388,2700.0,7,0,0,0,2.0,6000.0
0,0.0,50,1,0.517290049,5667.0,14,0,1,0,1.0,5007.0
0,0.052588964,80,0,0.010026385,3789.0,8,0,0,0,0.0,3151.0
1,0.35345861700000003,49,0,0.149391149,10100.0,5,2,1,0,0.0,8300.0
0,0.0,70,0,0.03701444,4916.0,12,0,1,0,0.0,3461.0
0,0.198958528,59,1,0.208855823,16666.0,5,0,2,0,1.0,3580.0
0,0.0,71,0,0.401599543,3500.0,12,0,1,0,0.0,3461.0
0,0.91513228,46,0,0.393836019,8500.0,6,0,1,0,2.0,8000.0
1,1.672654691,37,0,0.373897707,1700.0,2,2,0,0,1.0,3500.0
0,0.206421413,57,0,1771.0,8166.0,14,0,2,0,2.0,8166.0
0,0.18725002,63,0,1282.0,7500.0,3,0,1,0,0.0,7500.0
0,0.002645621,49,0,0.5178262370000001,8666.0,6,0,2,0,0.0,8000.0
0,0.9999999,25,0,1.629107981,425.0,1,0,0,0,0.0,3756.0
0,0.0,47,0,0.36827774,13220.0,4,0,2,0,1.0,6350.0
0,0.0,58,0,0.097750296,7600.0,10,0,2,0,0.0,14170.0
0,0.014157091,50,0,0.289826104,5002.0,5,0,1,0,1.0,8300.0
1,0.170781347,36,2,0.15025749800000002,3300.0,7,0,0,0,1.0,6000.0
0,0.151115869,51,0,407.0,3960.0,5,0,0,0,0.0,3960.0
0,0.033741501,62,0,0.230452322,11650.0,11,0,1,0,2.0,13343.0
0,0.14425705,63,0,0.491676114,16758.0,7,0,3,0,0.0,4900.0
0,0.01091124,66,0,0.371525695,5000.0,19,0,3,0,0.0,3300.0
1,0.9999999,25,1,0.116627791,3000.0,5,1,0,2,1.0,3960.0
0,0.912349525,76,0,914.0,3151.0,8,0,0,0,0.0,3151.0
0,0.73089701,59,1,0.05719457,5524.0,2,1,0,0,3.0,3500.0
0,0.009999764,37,0,0.414425105,7583.0,10,0,2,0,1.0,14170.0
0,0.182278943,47,0,0.309248899,8400.0,6,0,2,0,1.0,8000.0
0,0.003882262,74,0,2033.0,1600.0,4,0,1,0,0.0,1600.0
0,0.863045478,60,1,0.775660872,4198.0,9,0,2,0,1.0,4000.0
0,0.654166288,43,1,0.54576219,6500.0,8,0,1,1,1.0,2552.0
0,0.437291898,35,0,1725.0,2500.0,7,0,1,0,1.0,2500.0
0,0.250752956,60,0,4541.0,26012.0,13,0,2,0,1.0,26012.0
0,0.04649535,50,2,0.56193465,5416.0,4,1,2,0,1.0,6350.0
1,0.8226505359999999,41,0,0.855485935,7500.0,9,0,2,0,1.0,4000.0
0,0.34426639299999995,47,0,0.122622183,6833.0,7,0,0,0,3.0,6000.0
0,0.032315223,61,0,0.095726068,4000.0,4,0,0,0,0.0,6200.0
0,0.004744048,71,0,14.0,6000.0,7,0,0,0,0.0,6000.0
0,0.745254745,31,0,0.508140531,2333.0,3,0,1,0,0.0,7500.0
0,0.107926327,57,1,0.363650832,12566.0,14,0,2,0,2.0,8166.0
0,1.01996008,56,0,0.044079291,7667.0,7,0,0,0,0.0,6000.0
0,0.06084727700000001,30,0,0.136105431,4400.0,9,0,0,0,0.0,12500.0
0,0.081974597,77,0,27.0,6200.0,4,0,0,0,0.0,6200.0
1,0.996379934,41,0,0.291991005,5780.0,5,4,1,2,2.0,8300.0
0,0.122153879,68,0,0.067669173,3058.0,6,0,0,0,0.0,4466.0
0,0.109228254,54,0,0.232618729,13433.0,13,0,1,0,3.0,7700.0
0,0.9999999,48,0,0.312947015,6850.0,5,0,1,0,3.0,8300.0
